Distribuidora||Original|Regex|Date
Light|1263|Alô @lightclientes falta de energia no bairro Vila Centenário, Duque de Caxias, nesse calor, do nada...ajuda ae.|Alô falta de energia no bairro Vila Centenário, Duque de Caxias, nesse calor, do nada...ajuda ae.|2021-01-29 18:50:38
Light|1264|Alô @lightclientes me ajuda a te ajudar|Alô me ajuda a te ajudar|2021-01-29 18:48:29
Light|1265|@lightclientes aqui no corte oito estamos sem luz amigo. Pode vir q o tiroteio já acabou faz tempo.|aqui no corte oito estamos sem luz amigo. Pode vir q o tiroteio já acabou faz tempo.|2021-01-29 18:43:40
Light|1266|Queria saber como a @lightclientes vai proceder para reparar esses danos.|Queria saber como a vai proceder para reparar esses danos.|2021-01-29 18:36:44
Light|1267|@BomberCEC @Informacoes_RJ @Prefeitura_Rio @comlurbcomunica @Central_1746 @lightclientes É estrada mesmo ( nome onde moro) rs|É estrada mesmo ( nome onde moro) rs|2021-01-29 18:27:41
Light|1268|@lightclientes Responde a dm|Responde a dm|2021-01-29 18:24:01
Light|1269|@lightclientes não recebi o email ainda da segunda via da conta desse mês|não recebi o email ainda da segunda via da conta desse mês|2021-01-29 18:14:32
Light|1270|@lightclientes  estou sem luz faz 3 dias , que absurso , minhas comidas vão estragar... vergonha|estou sem luz faz 3 dias , que absurso , minhas comidas vão estragar... vergonha|2021-01-29 18:10:25
Light|1271|Um calor do cassete e a luz acabou. Tu tá brincando né @lightclientes ? Só pode ser uma brincadeira de muito mal gosto|Um calor do cassete e a luz acabou. Tu tá brincando né ? Só pode ser uma brincadeira de muito mal gosto|2021-01-29 18:01:14
Light|1272|@lightclientes até  a geladeira ou frizer não  gela, isso acontece depois que foi trocado o transformador a cercacde 35 dias até  os alimentos dentro da geladeira estão  estragando , isso está  acontecendo com todos os moradores dessa região por favor peço  encarecidamente provi|até a geladeira ou frizer não gela, isso acontece depois que foi trocado o transformador a cercacde 35 dias até os alimentos dentro da geladeira estão estragando , isso está acontecendo com todos os moradores dessa região por favor peço encarecidamente provi|2021-01-29 17:56:48
Light|1273|@lightclientes Exterior|Exterior|2021-01-29 17:54:34
Light|1274|@lightclientes Estrada do pontal|Estrada do pontal|2021-01-29 17:54:18
Light|1275|@lightclientes venho comunicar que na estrada da matriz pedra de guaratiba a energia eletrica tá  chegando com 110 de amperagem e nenhum motor ce ar condicionado etc consegue ficar pir mais de 3 minutos sem desligar estamos passabdo um sufoca com esse calor|venho comunicar que na estrada da matriz pedra de guaratiba a energia eletrica tá chegando com 110 de amperagem e nenhum motor ce ar condicionado etc consegue ficar pir mais de 3 minutos sem desligar estamos passabdo um sufoca com esse calor|2021-01-29 17:53:33
Light|1276|@lightclientes @Prefeitura_Rio ja enviei os dados e informei o problema podem ajudar|ja enviei os dados e informei o problema podem ajudar|2021-01-29 17:50:41
Light|1277|@lightclientes Estou avisando a mais de dois meses que uma árvore está caindo, aqui na Rua Vicente Licínio, frente ao 181, Tijuca,  estando apoiada no poste forçando um dos fios da rede, ou seja, assim que cair vai rebentar vários fios de energia,telefonia e queda do poste.|Estou avisando a mais de dois meses que uma árvore está caindo, aqui na Rua Vicente Licínio, frente ao 181, Tijuca, estando apoiada no poste forçando um dos fios da rede, ou seja, assim que cair vai rebentar vários fios de energia,telefonia e queda do poste.|2021-01-29 17:37:53
Light|1278|"@lightclientes 21 24879753
21 999546828
Rafaelabud@hotmail.com
27-01-1945
154735 COMAER"|21 24879753 21 999546828 Rafaelabud 27-01-1945 154735 COMAER|2021-01-29 17:37:30
Light|1279|@lightclientes Pois é, e eu há 4 dias solicitando uma religação com vcs, com vários protocolos de aten...e seus colaboradores parecem que estão desorientados. E eu...,  A cada hora me passam informações desencontradas.|Pois é, e eu há 4 dias solicitando uma religação com vcs, com vários protocolos de aten...e seus colaboradores parecem que estão desorientados. E eu..., A cada hora me passam informações desencontradas.|2021-01-29 17:33:19
Light|1280|"@lightclientes Amaury Fernandes Abud
27412482815"|Amaury Fernandes Abud 27412482815|2021-01-29 17:27:22
Light|1281|@lightclientes alô light, tentando aqui por todos os meios possíveis resolver uma coisa simples com seus colaboradores que é uma religação de energia elétrica há 4 dias...vcs só se sustentam no mercado por q e só vcs|alô light, tentando aqui por todos os meios possíveis resolver uma coisa simples com seus colaboradores que é uma religação de energia elétrica há 4 dias...vcs só se sustentam no mercado por q e só vcs|2021-01-29 17:26:28
Light|1282|Oi, @lightclientes ! Vai contribuir com quanto na substituição da fonte do meu computador, que queimou num pique de luz agora de manhã, às 8h30? A minha conta de luz está em dia... #PiqueDeLuz #Light #SoMeFodo #FonteQueimada|Oi, ! Vai contribuir com quanto na substituição da fonte do meu computador, que queimou num pique de luz agora de manhã, às 8h30? A minha conta de luz está em dia...|2021-01-29 17:23:58
Light|1283|@lightclientes                         #luz 0420226072|0420226072|2021-01-29 17:21:35
Light|1284|@lightclientes #luz 0420226072|0420226072|2021-01-29 17:18:11
Light|1285|@lightclientes #luz 0420226072|0420226072|2021-01-29 17:17:49
Light|1286|@lightclientes 0420226072|0420226072|2021-01-29 17:15:05
Light|1287|"@lightclientes TERCEIRO DIA SEGUIDO COM FALTA DE ENERGIA. TERCEIRO!!!
Resolvam esse problema por favor! Rua Corinto Luís Furtado - Belford Roxo"|TERCEIRO DIA SEGUIDO COM FALTA DE ENERGIA. TERCEIRO!!! Resolvam esse problema por favor! Rua Corinto Luís Furtado - Belford Roxo|2021-01-29 17:06:33
Light|1288|@lightclientes Obrigada @STF_oficial e @claudiocastroRJ|Obrigada e|2021-01-29 17:05:04
Light|1289|@lightclientes bairros Delcima e Mirella na estrada da posse campo grande - RJ  sem luz no momento.|bairros Delcima e Mirella na estrada da posse campo grande - RJ sem luz no momento.|2021-01-29 16:59:36
Light|1290|RT @lightclientes: Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|2021-01-29 16:57:55
Light|1291|@lightclientes pelo amor de deus ta 50° não ta dando pra ficar sem luz não!!!|pelo amor de deus ta 50° não ta dando pra ficar sem luz não!!!|2021-01-29 16:57:38
Light|1292|"@lightclientes Ajudar????, A 2 meses não fazem nada. Vocês estão aguardando acontecer uma MORTE aqui na rua. Fio com alto risco, se não fosse perigoso não estaria aqui. Nós não aguentamos mais todos os dias ligar e procurar rede social. Espero não ter uma MORTE
Um eletrecutado"|Ajudar????, A 2 meses não fazem nada. Vocês estão aguardando acontecer uma MORTE aqui na rua. Fio com alto risco, se não fosse perigoso não estaria aqui. Nós não aguentamos mais todos os dias ligar e procurar rede social. Espero não ter uma MORTE Um eletrecutado|2021-01-29 16:54:21
Light|1293|@mengaomelhor @lightclientes https://t.co/faZPSITBBz||2021-01-29 16:54:17
Light|1294|Alô @lightclientes VAI FICAR AEM LUZ NESSE CALOR ATÉ QUE HORAS!!??? LIGA ESSA MERDA AÍ|Alô VAI FICAR AEM LUZ NESSE CALOR ATÉ QUE HORAS!!??? LIGA ESSA MERDA AÍ|2021-01-29 16:52:33
Light|1295|@lightclientes Fiquei satisfeito com o atendimento|Fiquei satisfeito com o atendimento|2021-01-29 16:50:49
Light|1296|@lightclientes Se possível eu gostaria de voltar para conta no papel chegando em casa sair da conta digital tem como fazer isso ?|Se possível eu gostaria de voltar para conta no papel chegando em casa sair da conta digital tem como fazer isso ?|2021-01-29 16:28:15
Light|1297|@lightclientes Quando eu optei pela conta digital eu recebi todo mês normalmente só esse mês que não recebi|Quando eu optei pela conta digital eu recebi todo mês normalmente só esse mês que não recebi|2021-01-29 16:27:27
Light|1298|@oluismcl Olá, boa tarde! Espero que esteja tudo bem!  Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-29 16:27:23
Light|1299|@lightclientes Não sei fazer essas coisas|Não sei fazer essas coisas|2021-01-29 16:26:51
Light|1300|@lightclientes No caso e o spam?|No caso e o spam?|2021-01-29 16:26:34
Light|1301|Todo dia essa merda de acabar a luz agora? @lightclientes|Todo dia essa merda de acabar a luz agora?|2021-01-29 16:25:13
Light|1302|"@lightclientes terceira queda de luz na minha rua em menos de três horas.

Quando queimar algum dos meus eletro-eletrônicos eu ligo pra qual número?"|terceira queda de luz na minha rua em menos de três horas. Quando queimar algum dos meus eletro-eletrônicos eu ligo pra qual número?|2021-01-29 16:17:36
Light|1303|@lightclientes Deveriam colocar tb o quanto a gente contribui para q sejam feitos os gatos sem serem incomodados pq a light n sabe o endereço.|Deveriam colocar tb o quanto a gente contribui para q sejam feitos os gatos sem serem incomodados pq a light n sabe o endereço.|2021-01-29 16:16:14
Light|1304|Alô @lightclientes Luz tá caindo toda hora !|Alô Luz tá caindo toda hora !|2021-01-29 16:13:09
Light|1305|@lightclientes Boa tarde, venho informar falta de energia elétrica, código do cliente 22508586|Boa tarde, venho informar falta de energia elétrica, código do cliente 22508586|2021-01-29 16:00:51
Light|1306|"@lightclientes 21 34768445
21 967461055
CPF 298104777-91
Manoel Mathias 
marciomathias@gmail.com"|21 34768445 21 967461055 CPF 298104777-91 Manoel Mathias marciomathias|2021-01-29 15:56:38
Light|1307|"Cidade maravilhosa
Cheia de encantos mil
Cidade maravilhosa
Coração do Brasil

De dia falta água ( @CedaeRJ )
E de noite falta luz ( @lightclientes )"|Cidade maravilhosa Cheia de encantos mil Cidade maravilhosa Coração do Brasil De dia falta água ( ) E de noite falta luz ( )|2021-01-29 15:55:13
Light|1308|Vcs são um absurdo @lightclientes, tenho MAIS DE DEZ, +10 PROTOCOLOS abertos c vcs, em situação de emergência e prioridade e até agora eu estou sem luz mesmo c TODAS as minhas contas em dia. desde terça não sei o que é ter luz em casa e vocês não fazem NADA! Um verdadeiro descaso|Vcs são um absurdo tenho MAIS DE DEZ, +10 PROTOCOLOS abertos c vcs, em situação de emergência e prioridade e até agora eu estou sem luz mesmo c TODAS as minhas contas em dia. desde terça não sei o que é ter luz em casa e vocês não fazem NADA! Um verdadeiro descaso|2021-01-29 15:51:14
Light|1309|@lightclientes Rua lyses Melgaço 423 Parque Anchieta RJ|Rua lyses Melgaço 423 Parque Anchieta RJ|2021-01-29 15:49:39
Light|1310|@lightclientes Pessoas da colônia que recebem um salário mínimo e viver honestamente vcs não colocam Cota. Agora no Rio das Pedras , Belfort Roxo , Maré e outras com furto de energia vcs não cobram e querem colocar no rabo de quem paga sua conta honestamente.|Pessoas da colônia que recebem um salário mínimo e viver honestamente vcs não colocam Cota. Agora no Rio das Pedras , Belfort Roxo , Maré e outras com furto de energia vcs não cobram e querem colocar no rabo de quem paga sua conta honestamente.|2021-01-29 15:48:52
Light|1311|"@lightclientes anteontem a luz acabou meia noite e só voltou 11 da manhã, ontem a luz acabou 1h20m da manhã e voltou às 4:35h da manhã 
E HOJE ACABA A LUZ Q HORAS E VOLTA Q HORAS??
ENQUETE"|anteontem a luz acabou meia noite e só voltou 11 da manhã, ontem a luz acabou 1h20m da manhã e voltou às 4:35h da manhã E HOJE ACABA A LUZ Q HORAS E VOLTA Q HORAS?? ENQUETE|2021-01-29 15:37:59
Light|1312|"@lightclientes Está tudo bem por aqui e espero que por ai tb esteja...
Claro, mando sim... mt obrigado."|Está tudo bem por aqui e espero que por ai tb esteja... Claro, mando sim... mt obrigado.|2021-01-29 15:36:17
Light|1313|RT @lightclientes: @GloriosoDivino Olá, boa tarde! Espero que esteja tudo bem! Poderia enviar por DM o cód. da instalação que está na sua c…|Olá, boa tarde! Espero que esteja tudo bem! Poderia enviar por DM o cód. da instalação que está na sua c…|2021-01-29 15:35:50
Light|1314|@lightclientes Boa tarde, não recebi minha conta digital por email esse mês, aguardo resposta|Boa tarde, não recebi minha conta digital por email esse mês, aguardo resposta|2021-01-29 15:23:37
Light|1315|@rennan_penha @blarackprincess Disputando com a @lightclientes também que não resolve as pendência de problema elétrico na rede.|Disputando com a também que não resolve as pendência de problema elétrico na rede.|2021-01-29 15:21:49
Light|1316|@lightclientes não recebi minha conta digital esse mês, recebo sempre por email mais até agora nada, aguardo resposta.|não recebi minha conta digital esse mês, recebo sempre por email mais até agora nada, aguardo resposta.|2021-01-29 15:19:14
Light|1317|@lightclientes @ProconRJ Não está tudo bem! Minha casa está com queda O DIA INTEIRO. Já comuniquei 200x a falta de luz por telefone e sms, ninguém fez nada. Faço o que agora?|Não está tudo bem! Minha casa está com queda O DIA INTEIRO. Já comuniquei 200x a falta de luz por telefone e sms, ninguém fez nada. Faço o que agora?|2021-01-29 15:13:56
Light|1318|@lightclientes Fazem campanha pra reduzir o valor da conta,a pessoa consegue reduzir trocando as lâmpadas e quando acontece isso vão na casa da população dizendo ter suspeita de gato,fala sério ...|Fazem campanha pra reduzir o valor da conta,a pessoa consegue reduzir trocando as lâmpadas e quando acontece isso vão na casa da população dizendo ter suspeita de gato,fala sério ...|2021-01-29 15:10:20
Light|1319|Não aguento mais todo dia ficar sem luz nesse calor dos infernos e a @lightclientes não fazer nada. Até funcionários da própria @lightclientes disseram que é responsabilidade da cia elétrica e ninguém faz nada! Só vão fazer quando for pra justiça.|Não aguento mais todo dia ficar sem luz nesse calor dos infernos e a não fazer nada. Até funcionários da própria disseram que é responsabilidade da cia elétrica e ninguém faz nada! Só vão fazer quando for pra justiça.|2021-01-29 15:07:08
Light|1320|Cansada da minha luz caindo TODO santo dia, liguei pra @lightclientes SETE VEZES e ninguém fez nada. Só vão resolver no @ProconRJ né? Quase 600,00 de luz pra @lightclientes não ter responsabilidade nenhuma! Que ódio!!!!|Cansada da minha luz caindo TODO santo dia, liguei pra SETE VEZES e ninguém fez nada. Só vão resolver no né? Quase 600,00 de luz pra não ter responsabilidade nenhuma! Que ódio!!!!|2021-01-29 15:02:46
Light|1321|@lightclientes @govbr tá na hora de tirar esses tributos federais nas contas e o @GovRJ tira las também|tá na hora de tirar esses tributos federais nas contas e o tira las também|2021-01-29 15:01:21
Light|1322|@lightclientes Se gasto mais energia na minha casa, não aumenta o consumo no poste na minha rua! Está enriquecendo alguém.|Se gasto mais energia na minha casa, não aumenta o consumo no poste na minha rua! Está enriquecendo alguém.|2021-01-29 14:51:57
Light|1323|@lightclientes Os funcionários da Light são assediadores e chantagistas, quando pega na casa dele um pessoa querem grana, se não tem multam, se não tiver gato vocês arrumam, chantagistas.|Os funcionários da Light são assediadores e chantagistas, quando pega na casa dele um pessoa querem grana, se não tem multam, se não tiver gato vocês arrumam, chantagistas.|2021-01-29 14:51:16
Light|1324|"@lightclientes Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz?
Não justifica cobrar dessa maneira.
Um meio de enriquecer as custas de um povo já tão sofrido."|Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz? Não justifica cobrar dessa maneira. Um meio de enriquecer as custas de um povo já tão sofrido.|2021-01-29 14:50:09
Light|1325|@lightclientes Isto é ilegal, este tributo de vocês, 31% de ICMS, sewpis reclamam de gatos.|Isto é ilegal, este tributo de vocês, 31% de ICMS, sewpis reclamam de gatos.|2021-01-29 14:49:34
Light|1326|"@lightclientes Temos que lutar contra esse abuso!
Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz?
Não justifica cobrar dessa maneira."|Temos que lutar contra esse abuso! Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz? Não justifica cobrar dessa maneira.|2021-01-29 14:48:25
Light|1327|@lightclientes Light, pelo endereço de um local eu não consigo pegar a segunda via da conta de luz?|Light, pelo endereço de um local eu não consigo pegar a segunda via da conta de luz?|2021-01-29 14:47:33
Light|1328|@lightclientes Já podemos entrar na Bandeira Verde !|Já podemos entrar na Bandeira Verde !|2021-01-29 14:47:22
Light|1329|RT @lightclientes: Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|2021-01-29 14:47:15
Light|1330|@lightclientes Não tá não, a gente reclama disso direto e vem alguém no dia seguinte mas como a luz já voltou não fazem NADA✨|Não tá não, a gente reclama disso direto e vem alguém no dia seguinte mas como a luz já voltou não fazem NADA✨|2021-01-29 14:45:56
Light|1331|@lightclientes Enviei ja|Enviei ja|2021-01-29 14:41:36
Light|1332|@lightclientes Acho um desrespeito e uma total falta de sensibilidade, que, em um dia que, talvez, seja um dos dias mais quentes desse verão; em meio a uma pandemia onde muitos estão obrigatoriamente isolados; que a light interrompa o fornecimento de energia.|Acho um desrespeito e uma total falta de sensibilidade, que, em um dia que, talvez, seja um dos dias mais quentes desse verão; em meio a uma pandemia onde muitos estão obrigatoriamente isolados; que a light interrompa o fornecimento de energia.|2021-01-29 14:41:09
Light|1333|Quase 12h, um calor do caralho e sem luz. Parabéns pelo serviço merda, @lightclientes|Quase 12h, um calor do caralho e sem luz. Parabéns pelo serviço merda,|2021-01-29 14:40:40
Light|1334|@lightclientes Infelizmente não, pois derretendo e sem luz|Infelizmente não, pois derretendo e sem luz|2021-01-29 14:38:11
Light|1335|@lightclientes Preciso resolver um problema simples, mas os atendentes ou não sabem informar e atendem mal, ou me desligam.|Preciso resolver um problema simples, mas os atendentes ou não sabem informar e atendem mal, ou me desligam.|2021-01-29 14:36:53
Light|1336|@lightclientes||2021-01-29 14:34:46
Light|1337|@lightclientes @lightclientes fiquei satisfeito sim, porém preciso que vocês mandem a equipe o mais rápido possível, preciso produzir...|fiquei satisfeito sim, porém preciso que vocês mandem a equipe o mais rápido possível, preciso produzir...|2021-01-29 14:24:08
Light|1338|@hugocrf @lightclientes agradece 😂😂|agradece 😂😂|2021-01-29 14:24:06
Light|1339|@lightclientes , vcs são péssimos.|, vcs são péssimos.|2021-01-29 14:19:15
Light|1340|@lightclientes @Prefeitura_Rio minha ultima conta quase dobrou e meu cnsumo e sempre o mesmo nem banho tomo em casa a conta sem duvida esta errada e so verem as ultimas grato pela ajuda e revisao|minha ultima conta quase dobrou e meu cnsumo e sempre o mesmo nem banho tomo em casa a conta sem duvida esta errada e so verem as ultimas grato pela ajuda e revisao|2021-01-29 14:12:46
Light|1341|@lightclientes atendimento pelo telefone o pior que já vi. Ligação péssima, atendente não nos ouvi.|atendimento pelo telefone o pior que já vi. Ligação péssima, atendente não nos ouvi.|2021-01-29 14:00:01
Light|1342|@lightclientes @ProconRJ @OUVIDORIARJ Somente essa mensagem automática que vcs mandam , e nenhuma solução 🤬|Somente essa mensagem automática que vcs mandam , e nenhuma solução 🤬|2021-01-29 13:54:21
Light|1343|@lightclientes Protocolo 149413366 de atendimento.|Protocolo 149413366 de atendimento.|2021-01-29 13:44:32
Light|1344|@lightclientes calor insuportável e estou há quase 24h sem luz. Já mandei vários sms pro canal de atendimento e não recebo nenhuma previsão sobre o retorno da energia.|calor insuportável e estou há quase 24h sem luz. Já mandei vários sms pro canal de atendimento e não recebo nenhuma previsão sobre o retorno da energia.|2021-01-29 13:35:57
Light|1345|A @lightclientes tem veiculado nota esclarecendo que é responsável pela distribuição de energia nos locais públicos de cada município. Mas o serviço de operação e manutenção das instalações de iluminação pública é de responsabilidade das prefeituras e de seus órgãos. https://t.co/o04DDHm69Z|A tem veiculado nota esclarecendo que é responsável pela distribuição de energia nos locais públicos de cada município. Mas o serviço de operação e manutenção das instalações de iluminação pública é de responsabilidade das prefeituras e de seus órgãos.|2021-01-29 13:29:35
Light|1346|@lightclientes @ProconRJ @OUVIDORIARJ Me de um provisão de retorno , alguma informação o por que até agora não fizeram nada . Vcs só põe essa mensagem automática que o mas rápido possível de vcs leva 3 dias as 22:00hs vai tá indo para o 4° dia sem luz que descaso total|Me de um provisão de retorno , alguma informação o por que até agora não fizeram nada . Vcs só põe essa mensagem automática que o mas rápido possível de vcs leva 3 dias as 22:00hs vai tá indo para o 4° dia sem luz que descaso total|2021-01-29 13:17:01
Light|1347|RT @lightclientes: Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|2021-01-29 13:08:39
Light|1348|@lightclientes solicitei religação ontem e até o presente momento não foi feito. Segundo vocês o prazo é de 24 horas para área urbana, será mesmo?|solicitei religação ontem e até o presente momento não foi feito. Segundo vocês o prazo é de 24 horas para área urbana, será mesmo?|2021-01-29 12:49:35
Light|1349|@LuiisHey @lightclientes Ridículo isso|Ridículo isso|2021-01-29 12:46:40
Light|1350|RT @lightclientes: Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|2021-01-29 12:46:33
Light|1351|RT @LuiisHey: Agora todo dia é isso @lightclientes ?? Nesse calor!!!! Isso não existe|Agora todo dia é isso ?? Nesse calor!!!! Isso não existe|2021-01-29 12:46:32
Light|1352|RT @LuiisHey: Agora todo dia é isso @lightclientes ?? Nesse calor!!!! Isso não existe|Agora todo dia é isso ?? Nesse calor!!!! Isso não existe|2021-01-29 12:43:36
Light|1353|"@lightclientes @lightclientes referência fábrica de água mineral.
Preciso de atendimento com urgência, minha produção está parada a 4 dias, vocês tem noção do tamanho do prejuízo?
Quem vai pagar esse prejuízo?"|referência fábrica de água mineral. Preciso de atendimento com urgência, minha produção está parada a 4 dias, vocês tem noção do tamanho do prejuízo? Quem vai pagar esse prejuízo?|2021-01-29 12:34:05
Light|1354|@lightclientes me ajuda me mandando minha conta?|me ajuda me mandando minha conta?|2021-01-29 12:15:21
Light|1355|"@lightclientes @lightclientes 021 3505-6000 ramal 6081.
WhatsApp 976436184"|021 3505-6000 ramal 6081. WhatsApp 976436184|2021-01-29 12:10:40
Light|1356|"@lightclientes @Light @lightclientes  segue endereço, estrada da serrinha 77 A Campo Grande/rio de Janeiro Rj.
CEP 23078-560
Condigo de instalação: 410926087"|segue endereço, estrada da serrinha 77 A Campo Grande/rio de Janeiro Rj. CEP 23078-560 Condigo de instalação: 410926087|2021-01-29 11:59:11
Light|1357|@lightclientes Beleza.|Beleza.|2021-01-29 11:55:42
Light|1358|@lightclientes @ProconRJ @OUVIDORIARJ O Mas Breve Possível de vcs tá completando 3 dias sem luz e vcs nem um posiciomento dão , nem manda ninguém vim fazer algo vcs não estão nem aí isso sim e por que não e na casa de vcs.|O Mas Breve Possível de vcs tá completando 3 dias sem luz e vcs nem um posiciomento dão , nem manda ninguém vim fazer algo vcs não estão nem aí isso sim e por que não e na casa de vcs.|2021-01-29 11:47:29
Light|1359|"@lightclientes Código do cliente: 31468317
Código de instalação: 410926087
Abaixo segue foto do painel onde se encontra o fio partido. https://t.co/PDdB3qanmN"|Código do cliente: 31468317 Código de instalação: 410926087 Abaixo segue foto do painel onde se encontra o fio partido.|2021-01-29 11:41:13
Light|1360|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-29 11:40:43
Light|1361|"A @lightclientes colocou no poste aqui da rua que iria cortar a luz hoje  13h30 as 15h00 da tarde(q é um absurdo) 
Mas acordei num calor miserável pq a luz já acabou. 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡"|A colocou no poste aqui da rua que iria cortar a luz hoje 13h30 as 15h00 da tarde(q é um absurdo) Mas acordei num calor miserável pq a luz já acabou. 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡|2021-01-29 11:39:45
Light|1362|@lightclientes Bom-dia! Já retornou.|Bom-dia! Já retornou.|2021-01-29 11:30:32
Light|1363|"@lightclientes Bom dia,@lightclientes não tem como está bem com uma situação dessas.
Preciso de uma equipe aqui o quanto antes.
Vou está anexando uma foto."|Bom dia, não tem como está bem com uma situação dessas. Preciso de uma equipe aqui o quanto antes. Vou está anexando uma foto.|2021-01-29 11:29:47
Light|1364|"@lightclientes @lightclientes só aqui na minha empresa está sem luz pois no painel de vocês que fica localizado dentro meu estabelecimento está com um fio partido com risco de incêndio.
@light preciso que vocês mande uma equipe com urgência."|só aqui na minha empresa está sem luz pois no painel de vocês que fica localizado dentro meu estabelecimento está com um fio partido com risco de incêndio. preciso que vocês mande uma equipe com urgência.|2021-01-29 11:28:19
Light|1365|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-29 11:27:48
Light|1366|@lightclientes  3° Dia Sem Luz , e Novamente a @lightclientes  Não dá uma satisfação do por que e nem disponibilizar nenhum carro vim resolver um descaso total com todos os moradores  @ProconRJ  @OUVIDORIARJ|3° Dia Sem Luz , e Novamente a Não dá uma satisfação do por que e nem disponibilizar nenhum carro vim resolver um descaso total com todos os moradores|2021-01-29 11:26:49
Light|1367|7 horas sem energia @lightclientes :(|7 horas sem energia :(|2021-01-29 11:22:10
Light|1368|"Segue mais número de protocolo para a  @lightclientes 
2162338200
2162672555
2162649108
2162341737
2162722909
@lightclientes aguardando vocês para resolver essa situação.
O pedido foi emergencial."|Segue mais número de protocolo para a 2162338200 2162672555 2162649108 2162341737 2162722909 aguardando vocês para resolver essa situação. O pedido foi emergencial.|2021-01-29 11:09:11
Light|1369|"Quero deixar aqui minha indignação com o descaso que a @lightclientes tem com seus clientes, hoje já está fazendo 4 dias que pedi um atendimento emergencial pois estamos com um fio partido não painel da light que se encontra dentro do meu estabelecimento.
Protocolo
2162455919"|Quero deixar aqui minha indignação com o descaso que a tem com seus clientes, hoje já está fazendo 4 dias que pedi um atendimento emergencial pois estamos com um fio partido não painel da light que se encontra dentro do meu estabelecimento. Protocolo 2162455919|2021-01-29 11:05:44
Light|1370|"@lightclientes Tudo bem.
O que é DM?"|Tudo bem. O que é DM?|2021-01-29 10:58:23
Light|1371|@lightclientes Mandei|Mandei|2021-01-29 10:50:58
Light|1372|@lightclientes sem energia desde ontem 23:00 🤡🤡|sem energia desde ontem 23:00 🤡🤡|2021-01-29 10:36:36
Light|1373|MAIS DE DOZE HORAS SEM LUZ, A COMIDA ESTRAGANDO NA GELADEIRA, A @lightclientes É HORRÍVEL|MAIS DE DOZE HORAS SEM LUZ, A COMIDA ESTRAGANDO NA GELADEIRA, A É HORRÍVEL|2021-01-29 10:09:32
Light|1374|@lightclientes Uma hr dessa vocês me vem com essa de enviar mensagem na dm, faça-me um favor. Vão pastar!!! 😠🤬|Uma hr dessa vocês me vem com essa de enviar mensagem na dm, faça-me um favor. Vão pastar!!! 😠🤬|2021-01-29 09:48:03
Light|1375|@lightclientes vai tomar no cu, cadê minha luz ?|vai tomar no cu, cadê minha luz ?|2021-01-29 08:32:09
Light|1376|Tnc 2° dia sem luz.. Tá foda já @lightclientes 🤬😤|Tnc 2° dia sem luz.. Tá foda já 🤬😤|2021-01-29 08:23:42
Light|1377|@lightclientes  #luz 0412210497|0412210497|2021-01-29 07:51:40
Light|1378|A senhora @lightclientes tá achando que o consumidor e o que?? 500 Reis um conta de luz ?? 390 só de tributos!!! Isso é covardia com o consumidor 🤢🤢🤢|A senhora tá achando que o consumidor e o que?? 500 Reis um conta de luz ?? 390 só de tributos!!! Isso é covardia com o consumidor 🤢🤢🤢|2021-01-29 07:49:51
Light|1379|@martins_m06 @lightclientes Que ódio kk, voltou agr|Que ódio kk, voltou agr|2021-01-29 07:37:43
