Distribuidora||Regex|Date
Light|1282|Oi, ! Vai contribuir com quanto na substituição da fonte do meu computador, que queimou num pique de luz agora de manhã, às 8h30? A minha conta de luz está em dia...|2021-01-29 17:23:58
Light|1283|0420226072|2021-01-29 17:21:35
Light|1284|0420226072|2021-01-29 17:18:11
Light|1285|0420226072|2021-01-29 17:17:49
Light|1286|0420226072|2021-01-29 17:15:05
Light|1287|TERCEIRO DIA SEGUIDO COM FALTA DE ENERGIA. TERCEIRO!!! Resolvam esse problema por favor! Rua Corinto Luís Furtado - Belford Roxo|2021-01-29 17:06:33
Light|1288|Obrigada e|2021-01-29 17:05:04
Light|1289|bairros Delcima e Mirella na estrada da posse campo grande - RJ sem luz no momento.|2021-01-29 16:59:36
Light|1290|Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|2021-01-29 16:57:55
Light|1291|pelo amor de deus ta 50° não ta dando pra ficar sem luz não!!!|2021-01-29 16:57:38
Light|1292|Ajudar????, A 2 meses não fazem nada. Vocês estão aguardando acontecer uma MORTE aqui na rua. Fio com alto risco, se não fosse perigoso não estaria aqui. Nós não aguentamos mais todos os dias ligar e procurar rede social. Espero não ter uma MORTE Um eletrecutado|2021-01-29 16:54:21
Light|1293||2021-01-29 16:54:17
Light|1294|Alô VAI FICAR AEM LUZ NESSE CALOR ATÉ QUE HORAS!!??? LIGA ESSA MERDA AÍ|2021-01-29 16:52:33
Light|1295|Fiquei satisfeito com o atendimento|2021-01-29 16:50:49
Light|1296|Se possível eu gostaria de voltar para conta no papel chegando em casa sair da conta digital tem como fazer isso ?|2021-01-29 16:28:15
Light|1297|Quando eu optei pela conta digital eu recebi todo mês normalmente só esse mês que não recebi|2021-01-29 16:27:27
Light|1298|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-29 16:27:23
Light|1299|Não sei fazer essas coisas|2021-01-29 16:26:51
Light|1300|No caso e o spam?|2021-01-29 16:26:34
Light|1301|Todo dia essa merda de acabar a luz agora?|2021-01-29 16:25:13
Light|1302|terceira queda de luz na minha rua em menos de três horas. Quando queimar algum dos meus eletro-eletrônicos eu ligo pra qual número?|2021-01-29 16:17:36
Light|1303|Deveriam colocar tb o quanto a gente contribui para q sejam feitos os gatos sem serem incomodados pq a light n sabe o endereço.|2021-01-29 16:16:14
Light|1304|Alô Luz tá caindo toda hora !|2021-01-29 16:13:09
Light|1305|Boa tarde, venho informar falta de energia elétrica, código do cliente 22508586|2021-01-29 16:00:51
Light|1306|21 34768445 21 967461055 CPF 298104777-91 Manoel Mathias marciomathias|2021-01-29 15:56:38
Light|1307|Cidade maravilhosa Cheia de encantos mil Cidade maravilhosa Coração do Brasil De dia falta água ( ) E de noite falta luz ( )|2021-01-29 15:55:13
Light|1308|Vcs são um absurdo tenho MAIS DE DEZ, +10 PROTOCOLOS abertos c vcs, em situação de emergência e prioridade e até agora eu estou sem luz mesmo c TODAS as minhas contas em dia. desde terça não sei o que é ter luz em casa e vocês não fazem NADA! Um verdadeiro descaso|2021-01-29 15:51:14
Light|1309|Rua lyses Melgaço 423 Parque Anchieta RJ|2021-01-29 15:49:39
Light|1310|Pessoas da colônia que recebem um salário mínimo e viver honestamente vcs não colocam Cota. Agora no Rio das Pedras , Belfort Roxo , Maré e outras com furto de energia vcs não cobram e querem colocar no rabo de quem paga sua conta honestamente.|2021-01-29 15:48:52
Light|1311|anteontem a luz acabou meia noite e só voltou 11 da manhã, ontem a luz acabou 1h20m da manhã e voltou às 4:35h da manhã E HOJE ACABA A LUZ Q HORAS E VOLTA Q HORAS?? ENQUETE|2021-01-29 15:37:59
Light|1312|Está tudo bem por aqui e espero que por ai tb esteja... Claro, mando sim... mt obrigado.|2021-01-29 15:36:17
Light|1313|Olá, boa tarde! Espero que esteja tudo bem! Poderia enviar por DM o cód. da instalação que está na sua c…|2021-01-29 15:35:50
Light|1314|Boa tarde, não recebi minha conta digital por email esse mês, aguardo resposta|2021-01-29 15:23:37
Light|1315|Disputando com a também que não resolve as pendência de problema elétrico na rede.|2021-01-29 15:21:49
Light|1316|não recebi minha conta digital esse mês, recebo sempre por email mais até agora nada, aguardo resposta.|2021-01-29 15:19:14
Light|1317|Não está tudo bem! Minha casa está com queda O DIA INTEIRO. Já comuniquei 200x a falta de luz por telefone e sms, ninguém fez nada. Faço o que agora?|2021-01-29 15:13:56
Light|1318|Fazem campanha pra reduzir o valor da conta,a pessoa consegue reduzir trocando as lâmpadas e quando acontece isso vão na casa da população dizendo ter suspeita de gato,fala sério ...|2021-01-29 15:10:20
Light|1319|Não aguento mais todo dia ficar sem luz nesse calor dos infernos e a não fazer nada. Até funcionários da própria disseram que é responsabilidade da cia elétrica e ninguém faz nada! Só vão fazer quando for pra justiça.|2021-01-29 15:07:08
Light|1320|Cansada da minha luz caindo TODO santo dia, liguei pra SETE VEZES e ninguém fez nada. Só vão resolver no né? Quase 600,00 de luz pra não ter responsabilidade nenhuma! Que ódio!!!!|2021-01-29 15:02:46
Light|1321|tá na hora de tirar esses tributos federais nas contas e o tira las também|2021-01-29 15:01:21
Light|1322|Se gasto mais energia na minha casa, não aumenta o consumo no poste na minha rua! Está enriquecendo alguém.|2021-01-29 14:51:57
Light|1323|Os funcionários da Light são assediadores e chantagistas, quando pega na casa dele um pessoa querem grana, se não tem multam, se não tiver gato vocês arrumam, chantagistas.|2021-01-29 14:51:16
Light|1324|Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz? Não justifica cobrar dessa maneira. Um meio de enriquecer as custas de um povo já tão sofrido.|2021-01-29 14:50:09
Light|1325|Isto é ilegal, este tributo de vocês, 31% de ICMS, sewpis reclamam de gatos.|2021-01-29 14:49:34
Light|1326|Temos que lutar contra esse abuso! Quando você aumenta o seu consumo na sua casa, aumenta o consumo no poste de luz? Não justifica cobrar dessa maneira.|2021-01-29 14:48:25
Light|1327|Light, pelo endereço de um local eu não consigo pegar a segunda via da conta de luz?|2021-01-29 14:47:33
Light|1328|Já podemos entrar na Bandeira Verde !|2021-01-29 14:47:22
Light|1329|Você já deve ter notado que os tributos estão inseridos no total da sua conta, não é!? No fornecimento de energia estão…|2021-01-29 14:47:15
Light|1330|Não tá não, a gente reclama disso direto e vem alguém no dia seguinte mas como a luz já voltou não fazem NADA✨|2021-01-29 14:45:56
Light|1331|Enviei ja|2021-01-29 14:41:36
Light|1332|Acho um desrespeito e uma total falta de sensibilidade, que, em um dia que, talvez, seja um dos dias mais quentes desse verão; em meio a uma pandemia onde muitos estão obrigatoriamente isolados; que a light interrompa o fornecimento de energia.|2021-01-29 14:41:09
Light|1333|Quase 12h, um calor do caralho e sem luz. Parabéns pelo serviço merda,|2021-01-29 14:40:40
Light|1334|Infelizmente não, pois derretendo e sem luz|2021-01-29 14:38:11
Light|1335|Preciso resolver um problema simples, mas os atendentes ou não sabem informar e atendem mal, ou me desligam.|2021-01-29 14:36:53
Light|1336||2021-01-29 14:34:46
Light|1337|fiquei satisfeito sim, porém preciso que vocês mandem a equipe o mais rápido possível, preciso produzir...|2021-01-29 14:24:08
Light|1338|agradece 😂😂|2021-01-29 14:24:06
Light|1339|, vcs são péssimos.|2021-01-29 14:19:15
Light|1340|minha ultima conta quase dobrou e meu cnsumo e sempre o mesmo nem banho tomo em casa a conta sem duvida esta errada e so verem as ultimas grato pela ajuda e revisao|2021-01-29 14:12:46
Light|1341|atendimento pelo telefone o pior que já vi. Ligação péssima, atendente não nos ouvi.|2021-01-29 14:00:01
Light|1342|Somente essa mensagem automática que vcs mandam , e nenhuma solução 🤬|2021-01-29 13:54:21
Light|1343|Protocolo 149413366 de atendimento.|2021-01-29 13:44:32
Light|1344|calor insuportável e estou há quase 24h sem luz. Já mandei vários sms pro canal de atendimento e não recebo nenhuma previsão sobre o retorno da energia.|2021-01-29 13:35:57
Light|1345|A tem veiculado nota esclarecendo que é responsável pela distribuição de energia nos locais públicos de cada município. Mas o serviço de operação e manutenção das instalações de iluminação pública é de responsabilidade das prefeituras e de seus órgãos.|2021-01-29 13:29:35
Light|1346|Me de um provisão de retorno , alguma informação o por que até agora não fizeram nada . Vcs só põe essa mensagem automática que o mas rápido possível de vcs leva 3 dias as 22:00hs vai tá indo para o 4° dia sem luz que descaso total|2021-01-29 13:17:01
Light|1347|Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|2021-01-29 13:08:39
Light|1348|solicitei religação ontem e até o presente momento não foi feito. Segundo vocês o prazo é de 24 horas para área urbana, será mesmo?|2021-01-29 12:49:35
Light|1349|Ridículo isso|2021-01-29 12:46:40
Light|1350|Neste momento, nossas equipes estão impossibilitadas de realizar o trabalho no Complexo do Alemão, Zona Norte do Rio, de…|2021-01-29 12:46:33
Light|1351|Agora todo dia é isso ?? Nesse calor!!!! Isso não existe|2021-01-29 12:46:32
Light|1352|Agora todo dia é isso ?? Nesse calor!!!! Isso não existe|2021-01-29 12:43:36
Light|1353|referência fábrica de água mineral. Preciso de atendimento com urgência, minha produção está parada a 4 dias, vocês tem noção do tamanho do prejuízo? Quem vai pagar esse prejuízo?|2021-01-29 12:34:05
Light|1354|me ajuda me mandando minha conta?|2021-01-29 12:15:21
Light|1355|021 3505-6000 ramal 6081. WhatsApp 976436184|2021-01-29 12:10:40
Light|1356|segue endereço, estrada da serrinha 77 A Campo Grande/rio de Janeiro Rj. CEP 23078-560 Condigo de instalação: 410926087|2021-01-29 11:59:11
Light|1357|Beleza.|2021-01-29 11:55:42
Light|1358|O Mas Breve Possível de vcs tá completando 3 dias sem luz e vcs nem um posiciomento dão , nem manda ninguém vim fazer algo vcs não estão nem aí isso sim e por que não e na casa de vcs.|2021-01-29 11:47:29
Light|1359|Código do cliente: 31468317 Código de instalação: 410926087 Abaixo segue foto do painel onde se encontra o fio partido.|2021-01-29 11:41:13
Light|1360|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-29 11:40:43
Light|1361|A colocou no poste aqui da rua que iria cortar a luz hoje 13h30 as 15h00 da tarde(q é um absurdo) Mas acordei num calor miserável pq a luz já acabou. 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡|2021-01-29 11:39:45
Light|1362|Bom-dia! Já retornou.|2021-01-29 11:30:32
Light|1363|Bom dia, não tem como está bem com uma situação dessas. Preciso de uma equipe aqui o quanto antes. Vou está anexando uma foto.|2021-01-29 11:29:47
Light|1364|só aqui na minha empresa está sem luz pois no painel de vocês que fica localizado dentro meu estabelecimento está com um fio partido com risco de incêndio. preciso que vocês mande uma equipe com urgência.|2021-01-29 11:28:19
Light|1365|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-29 11:27:48
Light|1366|3° Dia Sem Luz , e Novamente a Não dá uma satisfação do por que e nem disponibilizar nenhum carro vim resolver um descaso total com todos os moradores|2021-01-29 11:26:49
Light|1367|7 horas sem energia :(|2021-01-29 11:22:10
Light|1368|Segue mais número de protocolo para a 2162338200 2162672555 2162649108 2162341737 2162722909 aguardando vocês para resolver essa situação. O pedido foi emergencial.|2021-01-29 11:09:11
Light|1369|Quero deixar aqui minha indignação com o descaso que a tem com seus clientes, hoje já está fazendo 4 dias que pedi um atendimento emergencial pois estamos com um fio partido não painel da light que se encontra dentro do meu estabelecimento. Protocolo 2162455919|2021-01-29 11:05:44
Light|1370|Tudo bem. O que é DM?|2021-01-29 10:58:23
Light|1371|Mandei|2021-01-29 10:50:58
Light|1372|sem energia desde ontem 23:00 🤡🤡|2021-01-29 10:36:36
Light|1373|MAIS DE DOZE HORAS SEM LUZ, A COMIDA ESTRAGANDO NA GELADEIRA, A É HORRÍVEL|2021-01-29 10:09:32
Light|1374|Uma hr dessa vocês me vem com essa de enviar mensagem na dm, faça-me um favor. Vão pastar!!! 😠🤬|2021-01-29 09:48:03
Light|1375|vai tomar no cu, cadê minha luz ?|2021-01-29 08:32:09
Light|1376|Tnc 2° dia sem luz.. Tá foda já 🤬😤|2021-01-29 08:23:42
Light|1377|0412210497|2021-01-29 07:51:40
Light|1378|A senhora tá achando que o consumidor e o que?? 500 Reis um conta de luz ?? 390 só de tributos!!! Isso é covardia com o consumidor 🤢🤢🤢|2021-01-29 07:49:51
Light|1379|Que ódio kk, voltou agr|2021-01-29 07:37:43
Light|1380|Ih lascou... Ontem disseram q ia voltar 5h .. chegou 11h. Se falaram 8h vai ser 14h.. e olhe lah!|2021-01-29 07:28:27
Light|1381|aq tem kkkk|2021-01-29 07:27:29
Light|1382|Não aguento mais|2021-01-29 07:24:11
Light|1383|Já tem uma equipe no local. Só acho um completo descaso quando paguei quase 260,00 reais de conta de luz e não posso nem dormir direito. É de cair o cu da bunda. Na hora de fazer caça aos gatos todo mundo sabe, mas na hora de realizar manutenção preventiva, nem.|2021-01-29 07:23:10
Light|1384|sem energia em Guadalupe desde 03:20h. Alguma previsão de retorno?|2021-01-29 07:15:23
Light|1385|É eu sei.. Mas n adianta.. vcs n resolvem. Ontem fikei 12h sem luz.. hj a mesma palhaçada. São 110mts de rua 22 casas sem luz, 22 reclamações e vcs simplismente cagam p gente.|2021-01-29 07:07:06
Light|1386|Brincadeira hein dona começou a palhaçada de acabar a luz de madrugada 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️|2021-01-29 07:06:42
Light|1387|Se aqui cês Levam 1 hora pra responder 🙄🙄🙄|2021-01-29 06:34:42
Light|1388|Já mandei na Dm se puderem me responder !!!! É urgente|2021-01-29 06:34:20
Light|1389|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-29 06:29:09
Light|1390|Agora todo dia é isso ?? Nesse calor!!!! Isso não existe|2021-01-29 06:24:45
Light|1391|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:52:31
Light|1392|vc vcs quer trabalhar n?? tou desde 22:00 sem luz|2021-01-29 05:49:04
Light|1393|já liguei pra vcs desde 22:00 falando q tou sem luz vcs disseram q chegava uma equipe as 02:00 cr vcs Carvalho porra|2021-01-29 05:46:42
Light|1394|queria deixar aqui meu ódio da dona pq no verão o transformador desarma TODA madrugada desde que eu me mudei pra cá... 2014|2021-01-29 05:40:23
Light|1395|Porra,nunca mais dormi direito|2021-01-29 05:39:17
Light|1396|Fiz o que pedem, nem responder responderam|2021-01-29 05:35:32
Light|1397|Enviado|2021-01-29 05:28:05
Light|1398|Tá maior putaria já cara, toda hr isso|2021-01-29 05:23:58
Light|1399|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:22:13
Light|1400|Obviamente não tem nada de bom em ficar no calor todo santo dia.|2021-01-29 05:21:53
Light|1401|Isso só pode ser deboche. Vão resolver as 8:30 da manhã. Crianças em casa sem dormir a dois dias.|2021-01-29 05:21:01
Light|1402|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:19:49
Light|1403|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:19:09
Light|1404|está tudo bem, luz vai voltar que horas????|2021-01-29 05:19:07
Light|1405|De que adianta? Eu mando e vcs ficam me enrolando dizendo q falta não sei o que.|2021-01-29 05:19:05
Light|1406|Tá tudo um cu|2021-01-29 05:19:00
Light|1407|Impossível né, um calor do cão|2021-01-29 05:18:39
Light|1408|toda noite agora. É uma sacanagem com o morador.|2021-01-29 05:18:29
Light|1409|troquei a titularidade tem quase dois meses e não recebi a conta ainda, como proceder?|2021-01-29 05:18:28
Light|1410|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:18:20
Light|1411|Sem luz na rua das crianças em queimados , código instalação 412585352|2021-01-29 05:16:50
Light|1412|Porram todo dia??? Sem luz de novo??|2021-01-29 05:15:05
Light|1413|todo dia agora é essa palhaçada de ficar se luz. É um absurdo 😠|2021-01-29 05:14:07
Light|1414|Vc quer que eu procure um número num papel no escuro?|2021-01-29 05:08:04
Light|1415|CARALHO ,DE NOVO ESSA PUTARIA DE FALTAR LUZ??? TODO DIA ESSA MERDA|2021-01-29 05:05:35
Light|1416|Quem dera se tivesse|2021-01-29 05:04:32
Light|1417|tira o gato, chefia|2021-01-29 05:04:08
Light|1418|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 05:02:52
Light|1419|TODO DIA ESSE INFERNO DE FALTAR LUZ, vai tomar no cu seus filhos da puta|2021-01-29 05:01:47
Light|1420|Obrigado pela falta de luz as 2 da manhã nesse calor. Super agradeço o mimo|2021-01-29 05:01:02
Light|1421|TEM COMO VOLTAR COM A NOSSA LUZ?|2021-01-29 05:00:44
Light|1422|sua corna, falta de luz numa noite de verão? Ta de sacanagem ne?|2021-01-29 04:50:11
Light|1423|sua corna, falta de luz numa noite de verão? Ta de sacanagem ne?|2021-01-29 04:50:06
Light|1424|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-29 04:46:39
Light|1425|E adianta? Já liguei. Vcs já sabem que aqui tá sem luz. Mas o reparo demora né. Porque já sabem qual é o problema mas fazer uma manutenção descente ninguém quer, só o paliativo mesmo.|2021-01-29 04:43:44
Light|1426|Até pq, com o q esse transformador guenta em fim de semana de baile, nem q ele fosse bom seguraria, imagina os trambolhos q tão aí há seculos|2021-01-29 04:42:55
Light|1427|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 04:42:51
Light|1428|Já não basta TODO o problema dessa área aí, ainda a falta de luz....|2021-01-29 04:42:18
Light|1429|então, sou aqui da Rua Himalaia, no Morro do Sapo, todos os dias falta luz, acho que o transformador não aguenta, já ligamos pra resolver, putz olha esse calor de verão.|2021-01-29 04:37:16
Light|1430|Em dois dias, com falta de energia, a Light levou 24 horas para restaurar a energia na minha rua.|2021-01-29 04:25:06
Light|1431|A três noites eu não durmo, por falta de energia elétrica na minha rua. Em 9 dias, a Light nós forneceu 8 dias. Ou seja, fiquei 24 horas sem energia. Por isso digo que a Light é um lixo.|2021-01-29 04:23:03
Light|1432|tô indo, Zap Efron...|2021-01-29 04:06:46
Light|1433|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 04:04:56
Light|1434|Oi, Troy... rsrs|2021-01-29 04:02:52
Light|1435|Tu acredita em tudo que eu falo né? Kkkkkk chocada|2021-01-29 04:01:05
Light|1436|vou ter que te bloquear no Twitter tbm, não vai ter jeito|2021-01-29 04:00:07
Light|1437|Depois reclama que não ganha bolo e nem pudim...|2021-01-29 03:58:54
Light|1438|MAIOR CALORZÃO E ACABOU A LUZ FAÇA ALGUMA COISAAAAA|2021-01-29 03:56:37
Light|1439|Sem luz, de novo. Duas noites seguidas, vou tá um zumbi amanhã Dona vamo querer né|2021-01-29 03:50:47
Light|1440|Mandei, e aí?|2021-01-29 03:49:41
Light|1441|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 03:46:46
Light|1442|24 horas depois a luz foi reestabelecida! Só quero dizer que eu amo esses técnicos de vocês 😍😍😍😍 (só os segundos. O primeiros NÃO! Apareceram não resolveram nada e foram embora)|2021-01-29 03:41:42
Light|1443|Novamente, a tá de brincadeira.|2021-01-29 03:41:41
Light|1444|sem luz mais uma vez em pedra de Guaratiba.|2021-01-29 03:36:06
Light|1445|Em um período de 10 dias, 4 deles sem luz. Isso não pode ser normal|2021-01-29 03:24:50
Light|1446|Está caindo e voltando, igual a todos os dias.|2021-01-29 03:22:28
Light|1447|Resolvendo a palhaçada de a luz acabar todo dia na minha rua|2021-01-29 03:22:08
Light|1448|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-29 03:20:39
Light|1449|A LIGHT CONSEGUIU UM GRANDE MILAGRE, QUASE TODOS TROCARAM AS LÂMPADAS PRA LED E DIMINUIRAM TODO O CONSUMO, MAS OS RELÓGIOS MARCAM UM GASTO MUITO MAIOR QUE ANTES, COISA DE BRASIL?|2021-01-29 03:19:57
Light|1450|PELO MENOS 1X POR MÊS A MERDA DO TRANSFORMADOR NA MINHA RUA PEGA FOGO, a só vai fazer alguma coisa quando isso MATAR ALGUÉM. CADÊ MINHA LUZ|2021-01-29 03:14:38
Light|1451|E o furto na conta com valores abusivos? A quem devemos questionar?|2021-01-29 03:10:20
Light|1452|As equipes só não chegam aos pontos para fazer os reparos, liberando a luz novamente aos clientes! O que fazem eu não sei. ESTOU A MAIS UMA NOITE SEM LUZ!!!!|2021-01-29 03:08:31
Light|1453|Mas cobrar valores abusivos pode!?|2021-01-29 03:06:42
Light|1454|Peeeeeeeeeéssimo serviço!|2021-01-29 03:05:51
Light|1455|Explica conta é fácil. Quero ver dar o serviço básico, a luz aos clientes. Estou a mais um dia sem luz, nesse calor infernal, como faz para dormir!?????? Lixo|2021-01-29 03:05:30
Light|1456|UM ABSURDO! DE 2 EM 2 DIAS FICAR SEM ENERGIA!!! PASSAR A NOITE TODA NESSE CALOR!!! TENHO TODOS OS PROTOCOLOS E COLOCAREI VCS NA JUSTIÇA! JÁ PASSOU DE TODOS OS LIMITES!!!|2021-01-29 03:05:15
Light|1457|Mais um dia sem luz! Nesse calor infernal. Serviço Lixo de vocês.|2021-01-29 03:04:01
Light|1458|Minha rua em Botafogo tb está sem desde as 21:30|2021-01-29 03:01:03
Light|1459|é uma lixeira! Terceira noite sem energia elétrica na minha rua.|2021-01-29 02:54:03
Light|1460|0411494670|2021-01-29 02:53:30
Light|1461|a conta de luz aumenta e o serviço piora! Previsão para luz voltar na Rua Saturnino de Brito?|2021-01-29 02:46:41
Light|1462|qual telefone para reclamação? Só tem esse canal para o cliente do Rio?|2021-01-29 02:45:24
Light|1463|Hoje denovo a mesma palhaçada ,quando vcs vão parar de ser filhas da puta ? Na hora de botar a conta 5 vezes mais cara vcs sabem né|2021-01-29 02:44:48
Light|1464|, o que acontece na Rua Saturnino de Brito, no Jardim botânico? Terceira vez sem luz na semana e agora a rua sem luz e o ar condicionado do apartamento não funciona. Previsão para regularizar hoje?|2021-01-29 02:44:37
Light|1465|até quando vocês vão ficar nessa de cortar a luz a noite e reestabelecendo de dia?|2021-01-29 02:36:15
Light|1466|Alô a energia na Pavuna todos os dias sempre no Horário de 23 Hrs fica modulando aumenta e diminui isso não e normal|2021-01-29 02:33:16
Light|1467|E vamos de queda de luz pagando 405,00 de conta... alô me explica isso ai!|2021-01-29 02:28:00
Light|1468|Segunda noite seguida sem luz só uma parte da rua sem luz, do que adianta pagar a conta? Rua Corinto Luís Furtado - Belford Roxo|2021-01-29 02:26:09
Light|1469|Muitaa sacanagem mesmoo, ontem foi a mesma coisa e voltou só hoje umas 10 da manhã e agora novamente|2021-01-29 02:22:51
Light|1470|Sacanagem, um calor dos infernos|2021-01-29 02:20:55
Light|1471|Hoje, novamente todos os moradores sem luz, a sem uma solução, a administração de mãos atadas, a querendo se eximir da responsabilidade pelo próprio empreendimento e os moradores pagando cara pro serviço lixo.|2021-01-29 02:17:31
Light|1472|A desculpa esfarradapa que está sendo dada é que a light precisa fazer um estudo de consumo para trocar o gerador. Eu te pergunto se vocês projetaram um prédio de 14 andares e 14 apartamentos por andar e não calcularam a previsão de consumo?|2021-01-29 02:15:56
Light|1473|Eu moro no condomínio Vila das Fontes na Vila da Penha e TODOS OS DIAS cai a luz porque o gerador não aguenta o consumo. Se isso não é um erro grosseiro de projeto eu não sei o que é, ninguém da solução e estamos a deriva. O apartamento foi comprado para a luz funcionar.|2021-01-29 02:14:44
Light|1474|Mais um dia sem luz. Obrigada pelos mimos,|2021-01-29 02:13:45
Light|1475|Ontem faltou luz de noite, ligamos pra Light, eu mandei o endereço e aquela coisa toda que eles pedem. Falaram que iriam mandar uma equipe... Resumindo a luz voltou eram 11 horas da manhã. Aí advinha o que acabou de acontecer agora ? Exatamente, acabou a luz denovo|2021-01-29 02:10:55
Light|1476|Vcs vieram aqui,ficaram entre 6-8h e não resolveram nada. Disseram q tinha que fazer um estudo pra resolver o problema da queda de luz.nada se resolve.Como q vai fazer um estudo de como a luz vai ser suportada por um condomínio depois de pronto?Pq isso não foi calculado antes?🤡|2021-01-29 02:10:18
Light|1477|Light TODOS OS DIAS ENTRE 22H - 00H CAI A LUZ. DESARMA O DISJUNTOR 3 VEZES. TODOS OS DIAS!|2021-01-29 02:03:55
Light|1478|Ta muitoo calor|2021-01-29 02:01:54
Light|1479|Já enviei, aguardo a resolução do problema por favor|2021-01-29 02:01:36
Light|1480|De novo e a na sua incompetência deixando os moradores do condomínio na vila das Fontes sem luz e dando desculpas atrás de desculpas. Não existe justificativa de você vender um apartamento que a luz não aguenta o consumo dos moradores.|2021-01-29 01:53:48
Light|1481|a gente liga e nunca eh resolvido|2021-01-29 01:49:11
Light|1482|nao ta nao, todo dia a luz cai e vcs n fazem nada 💁🏻‍♀️|2021-01-29 01:49:01
Light|1483|Outra vez sem luz... Assim não dá!|2021-01-29 01:48:57
Light|1484|Tô triste com vocês.|2021-01-29 01:48:24
Light|1485|POUXA, ME DEIXOU SEM LUZ CR, TÁ UM CALOR DOS INFERNO, DISGRAÇAAAAAAA|2021-01-29 01:48:14
Light|1486|obrigada por nao fazer o minimo que eh ARRUMAR O CARALHO DA LUZ|2021-01-29 01:46:57
Light|1487|As vezes eu queria entender a 5 dias que chega 22hrs eles deixa o povo daqui da rua sem luz.|2021-01-29 01:46:34
Light|1488|obrigada por nao fazer o minimo que eh ARRUMAR O CARALHO DA LUZ|2021-01-29 01:46:17
Light|1489|rua barão de santo Ângelo .Engenho de Dentro Próximo ao número 630 fio pegou fogo 🔥 e se partiu|2021-01-29 01:40:28
Light|1490|Segunda dia consecutivo e a metade da rua no escuro? Troca esse transformador eu pago a conta, pô!!!|2021-01-29 01:38:48
Light|1491|Ouuu todo dia acaba a luz de noite agora, sério isso?? Nesse calor mais uma noite sem luz|2021-01-29 01:38:41
Light|1492|passa a visão acabou a luz aq manda uma equipe foi só na minha casa|2021-01-29 01:21:59
Light|1493|Os medidores do meu condomínio estão pegando fogo e até agora não conseguimos ter contato com o que vocês chamam de emergência. Temos bebês, idosos e crianças pequenas e até agora nada.|2021-01-29 01:16:48
Light|1494|Previsão de restabelecimento as 6 da manhã do dia 29. E vcs acham q tá tudo bem? Segunda noite q ninguém dorme direito|2021-01-29 01:09:46
Light|1495|Ironia isso??? Sensação térmica de 30°e Todos os dias falta luz...|2021-01-29 01:08:03
Light|1496|Já comuniquei, na vdd todos os dias eu comunico.|2021-01-29 01:06:41
Light|1497|Já voltou obrigada Light demora na DM foi tanta que a luz voltou|2021-01-29 01:05:46
Light|1498|É serio ? Na mesma hora de ontem? dois dias seguidos com falta de luz.|2021-01-29 01:03:59
Light|1499|Três ar condicionados ligados ao mesmo tempo e o forno fazendo pão de queijo!! traz o lubrificante!|2021-01-29 00:50:06
Light|1500|Esse é sem lubrificante mesmo!|2021-01-29 00:47:17
Light|1501|Três ar condicionados ligados ao mesmo tempo e o forno fazendo pão de queijo!! traz o lubrificante!|2021-01-29 00:30:38
Light|1502|Tem nada bom não estaria bom se minha luz estivesse|2021-01-29 00:02:42
Light|1503|Apoiado companheiro. Tá igual a porra da Uma mata de sede e a outra de calor.|2021-01-29 00:02:02
